artist;artistIds;asciiName;attractionLights;availability;boosterTypes;borderColor;cardParts;colorIdentity;colorIndicator;colors;defense;duelDeck;edhrecRank;edhrecSaltiness;faceConvertedManaCost;faceFlavorName;faceManaValue;faceName;finishes;flavorName;flavorText;frameEffects;frameVersion;hand;hasAlternativeDeckLimit;hasContentWarning;hasFoil;hasNonFoil;isAlternative;isFullArt;isFunny;isOnlineOnly;isOversized;isPromo;isRebalanced;isReprint;isReserved;isStarter;isStorySpotlight;isTextless;isTimeshifted;keywords;language;layout;leadershipSkills;life;loyalty;manaCost;manaValue;name;number;originalPrintings;originalReleaseDate;originalText;originalType;otherFaceIds;power;printings;promoTypes;rarity;rebalancedPrintings;relatedCards;securityStamp;setCode;side;signature;subsets;subtypes;supertypes;text;toughness;type;types;uuid;variations;watermark
Aleksi Briclot;5e470014-31cb-41b0-b054-e23374484449;;;mtgo, paper;default;black;;R;;R;;;15700.0;;;;;;nonfoil;;;;2003;;;;0;1;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{R};1.0;Firebreathing;200;;;Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)\n{R}: Enchanted creature gets +1/+0 until end of turn.;Enchantment - Aura;;;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 9ED, CED, CEI, FBB, LEA, LEB, M10, M12, MIR, SUM;;common;;;;10E;;;;Aura;;Enchant creature\n{R}: Enchanted creature gets +1/+0 until end of turn.;;Enchantment — Aura;Enchantment;02aa05a4-ff94-5bda-8ad7-24f00bd19ec4;bf599cd8-8095-5725-bcca-244b9e69f5d0;
Aleksi Briclot;5e470014-31cb-41b0-b054-e23374484449;;;mtgo, paper;default;black;;R;;R;;;15700.0;;;;;;foil;;"""Cradle your rage close to your heart and nurture your grudge with hatred that you may unleash upon your foes a dragon's fury.""\n—Tomor, dragonspeaker shaman";;2003;;;;1;0;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{R};1.0;Firebreathing;200★;;;;;;;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 9ED, CED, CEI, FBB, LEA, LEB, M10, M12, MIR, SUM;;common;;;;10E;;;;Aura;;Enchant creature\n{R}: Enchanted creature gets +1/+0 until end of turn.;;Enchantment — Aura;Enchantment;bf599cd8-8095-5725-bcca-244b9e69f5d0;02aa05a4-ff94-5bda-8ad7-24f00bd19ec4;
Pete Venters;d54c4a1a-c0c5-4834-84db-125d341f3ad8;;;mtgo, paper;default;black;;R;;R;;;11245.0;;;;;;nonfoil, foil;;Gron's mind reeled with possibilities, most of which are best left unmentioned.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Fists of the Anvil;201;;;Target creature gets +4/+0 until end of turn.;Instant;;;10E, MRD;;common;;;;10E;;;;;;Target creature gets +4/+0 until end of turn.;;Instant;Instant;e43188e9-33c7-5df9-b611-c2d2ddd3d78f;;
Dave Dorman;9235458b-ce92-45bd-a430-a72ecd8e6176;;;mtgo, paper;default;black;;R;;R;;;17898.0;0.05;;;;;nonfoil, foil;;Inside even the humblest goblin lurks the potential for far greater things—and far worse.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{R};3.0;Flamewave Invoker;202;;;{7}{R}: Flamewave Invoker deals 5 damage to target player.;Creature - Goblin Mutant;;2;10E, BBD, DD1, DD2, EVG, JVC, LGN, MB1;;uncommon;;;;10E;;;;Goblin, Mutant;;{7}{R}: Flamewave Invoker deals 5 damage to target player or planeswalker.;2;Creature — Goblin Mutant;Creature;75578928-5ef3-5c91-87d8-e16191a1764e;;
Chippy;a36f01a0-e51a-48b2-a556-b9b3bc73f969;;;mtgo, paper;default;black;;R;;R;;;19678.0;0.06;;;;;nonfoil, foil;;"""Like an avalanche. With teeth. That will chase you. Uphill.""\n—Flint Foot, viashino runner";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{X}{2}{R}{R};4.0;Flowstone Slide;203;;;All creatures get +X/-X until end of turn.;Sorcery;;;10E, 9ED, NEM;;rare;;;;10E;;;;;;All creatures get +X/-X until end of turn.;;Sorcery;Sorcery;7e457744-dd60-5fd0-ae58-1718ef65c1a1;;
John Matson;a1685587-4b55-446b-b420-c37b202ed3f1;;;mtgo, paper;default;black;;R;;R;;;2907.0;0.65;;;;;nonfoil, foil;;The furnace awaits the next master who would stoke the fires of apocalypse.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R}{R}{R};4.0;Furnace of Rath;204;;;If a source would deal damage to a creature or player, it deals double that damage to that creature or player instead.;Enchantment;;;10E, 8ED, 9ED, DPA, HOP, PS11, TMP;;rare;;;;10E;;;;;;If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.;;Enchantment;Enchantment;9932f234-b27f-55df-96be-18b6583ba3df;;
Matt Cavotta;2e6a0611-9411-4ba4-98e3-c0e18cbf9f83;;;mtgo, paper;default;black;;R;;R;;;14011.0;0.25;;;;;nonfoil;;Baby dragons can't figure out humans—if they didn't want to be killed, why were they made of meat and treasure?;;2003;;;;0;1;;;;;;;;1.0;;;;;;Flying;English;normal;;;;{2}{R}{R};4.0;Furnace Whelp;205;;;Flying (This creature can't be blocked except by creatures with flying or reach.)\n{R}: Furnace Whelp gets +1/+0 until end of turn.;Creature - Dragon;;2;10E, 5DN, ARC, CMA, CMD, DD2, GN3, IMA, J22, JMP, JVC, M13, M15, MB1, PS11, SCD;;uncommon;;;;10E;;;;Dragon;;Flying\n{R}: Furnace Whelp gets +1/+0 until end of turn.;2;Creature — Dragon;Creature;b9abc758-c583-5d39-b761-9e83496927aa;60d613d8-fd21-5d63-b920-75c0d3e12121;
Matt Cavotta;2e6a0611-9411-4ba4-98e3-c0e18cbf9f83;;;mtgo, paper;default;black;;R;;R;;;14011.0;0.25;;;;;foil;;Baby dragons can't figure out humans—if they didn't want to be killed, why were they made of meat and treasure?;;2003;;;;1;0;;;;;;;;1.0;;;;;;Flying;English;normal;;;;{2}{R}{R};4.0;Furnace Whelp;205★;;;;;;2;10E, 5DN, ARC, CMA, CMD, DD2, GN3, IMA, J22, JMP, JVC, M13, M15, MB1, PS11, SCD;;uncommon;;;;10E;;;;Dragon;;Flying\n{R}: Furnace Whelp gets +1/+0 until end of turn.;2;Creature — Dragon;Creature;60d613d8-fd21-5d63-b920-75c0d3e12121;b9abc758-c583-5d39-b761-9e83496927aa;
Robert Bliss;df700ada-8491-4072-a261-e12b3225986d;;;mtgo, paper;default;black;;R;;R;;;23959.0;;;;;;nonfoil, foil;;They talk a good fight.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Goblin Elite Infantry;206;;;Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.;Creature - Goblin Warrior;;2;10E, 6ED, 7ED, MIR;;common;;;;10E;;;;Goblin, Warrior;;Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.;2;Creature — Goblin Warrior;Creature;ad3f67e9-ab12-5242-a9c8-4a7c3c004934;;
Ron Spears;fce9030b-86bd-4439-b06a-920a1eeb184c;;;mtgo, paper;default;black;;R;;R;;;2784.0;0.17;;;;;nonfoil;;To be king, Numsgil did in Blog, who did in Unkful, who did in Viddle, who did in Loll, who did in Alrok. . . .;;2003;;;;0;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R}{R};3.0;Goblin King;207;;;Other Goblin creatures get +1/+1 and have mountainwalk. (They're unblockable as long as defending player controls a Mountain.);Creature - Goblin;;2;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, ATH, CED, CEI, FBB, LEA, LEB, SLD, SUM;;rare;;;;10E;;;;Goblin;;Other Goblins get +1/+1 and have mountainwalk.;2;Creature — Goblin;Creature;9075708d-9c83-519c-aa81-465d35078747;e8650f78-41cc-562b-b18a-b20207d716e5;
Ron Spears;fce9030b-86bd-4439-b06a-920a1eeb184c;;;mtgo, paper;default;black;;R;;R;;;2784.0;0.17;;;;;foil;;To be king, Numsgil did in Blog, who did in Unkful, who did in Viddle, who did in Loll, who did in Alrok. . . .;;2003;;;;1;0;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R}{R};3.0;Goblin King;207★;;;;;;2;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, ATH, CED, CEI, FBB, LEA, LEB, SLD, SUM;;rare;;;;10E;;;;Goblin;;Other Goblins get +1/+1 and have mountainwalk.;2;Creature — Goblin;Creature;e8650f78-41cc-562b-b18a-b20207d716e5;9075708d-9c83-519c-aa81-465d35078747;
D. Alexander Gregory;38433e15-f0f5-4223-a985-2d13c4aa0922;;;mtgo, paper;default;black;;R;;R;;;8712.0;0.12;;;;;nonfoil, foil;;"""Now listen closely, my young gob. There are many ways to eat pimple bugs, but I say the best way is all smashed together between two slug chips.""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Goblin Lore;208;;;Draw four cards, then discard three cards at random.;Sorcery;;;10E, JMP, P02, PLIST, S99;;uncommon;;;;10E;;;;;;Draw four cards, then discard three cards at random.;;Sorcery;Sorcery;f8084160-8edf-58fa-b453-81daf28278d0;;
DiTerlizzi;ed44dce4-30cf-4c2c-b2e1-a19ba2295690;;;mtgo, paper;default;black;;R;;R;;;21418.0;;;;;;nonfoil, foil;;Once he'd worked out which end of the thing was sharp, he was promoted to guard duty.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Goblin Piker;209;;;;Creature - Goblin Warrior;;2;10E, 9ED, DPA, M10, M11, M12, P02, PS11;;common;;;;10E;;;;Goblin, Warrior;;;1;Creature — Goblin Warrior;Creature;c0258169-1e97-55b4-8513-427baf8fe898;;
Daren Bader;7da1a585-c875-45e4-b322-5da9e8e1f651;;;mtgo, paper;default;black;;R;;R;;;18735.0;;;;;;nonfoil;;"The goblin word for ""flying"" is more accurately translated as ""falling slowly.""";;2003;;;;0;1;;;;;;;;1.0;;;;;;Flying;English;normal;;;;{2}{R};3.0;Goblin Sky Raider;210;;;Flying (This creature can't be blocked except by creatures with flying or reach.);Creature - Goblin Warrior;;1;10E, 9ED, DPA, ONS, PS11;;common;;;;10E;;;;Goblin, Warrior;;Flying (This creature can't be blocked except by creatures with flying or reach.);2;Creature — Goblin Warrior;Creature;bc3a62a0-3be0-553f-bf42-a10e954c815f;edc4b78a-6130-5fd4-b5ff-c46850e2b957;
Daren Bader;7da1a585-c875-45e4-b322-5da9e8e1f651;;;mtgo, paper;default;black;;R;;R;;;18735.0;;;;;;foil;;"The goblin word for ""flying"" is more accurately translated as ""falling slowly.""";;2003;;;;1;0;;;;;;;;1.0;;;;;;Flying;English;normal;;;;{2}{R};3.0;Goblin Sky Raider;210★;;;;;;1;10E, 9ED, DPA, ONS, PS11;;common;;;;10E;;;;Goblin, Warrior;;Flying (This creature can't be blocked except by creatures with flying or reach.);2;Creature — Goblin Warrior;Creature;edc4b78a-6130-5fd4-b5ff-c46850e2b957;bc3a62a0-3be0-553f-bf42-a10e954c815f;
Dave Dorman;9235458b-ce92-45bd-a430-a72ecd8e6176;;;mtgo, paper;default;black;;R;;R;;;22071.0;0.1;;;;;nonfoil, foil;;;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Guerrilla Tactics;211;;;Guerrilla Tactics deals 2 damage to target creature or player.\nWhen a spell or ability an opponent controls causes you to discard Guerrilla Tactics, Guerrilla Tactics deals 4 damage to target creature or player.;Instant;;;10E, 8ED, 9ED, ALL, DKM, FMB1;;uncommon;;;;10E;;;;;;Guerrilla Tactics deals 2 damage to any target.\nWhen a spell or ability an opponent controls causes you to discard Guerrilla Tactics, Guerrilla Tactics deals 4 damage to any target.;;Instant;Instant;8d805d91-280e-5c7e-81d2-2676b9ee93b5;;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;R;;R;;;23114.0;;;;;;nonfoil, foil;;Fortunately, hill giants have large blind spots in which a human can easily hide. Unfortunately, these blind spots are beneath the bottoms of their feet.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{3}{R};4.0;Hill Giant;212;;;;Creature - Giant;;3;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 7ED, 8ED, 9ED, CED, CEI, DPA, FBB, ITP, LEA, LEB, POR, PS11, RQS, SUM;;common;;;;10E;;;;Giant;;;3;Creature — Giant;Creature;39f4ab79-50be-53cd-b422-354d0b320126;;
Zoltan Boros & Gabor Szikszai;1885e6cb-c827-4896-994e-3d0a027d602f, 44c3877f-8771-43dc-9e40-f4c765f59d2e;;;mtgo, paper;default;black;;R;;R;;;10079.0;;;;;;nonfoil, foil;;"""Yes, I think 'toast' is an appropriate description.""\n—Jaya Ballard, task mage";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Incinerate;213;;;Incinerate deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.;Instant;;;10E, 5ED, CST, DD2, DKM, DPA, ICE, JVC, M12, ME2, MIR, OLEP, P08, PLGM, PRM, PS11, PTC, WC97, WC98;;common;;;;10E;;;;;;Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.;;Instant;Instant;67a83049-b3fc-5438-9d37-581ae6f2bcd7;;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;R;;R;;;11635.0;;;;;;nonfoil;;In times when freedom seems lost, great souls arise to reclaim it.;;2003;;;;0;1;;;;;;;;1.0;;;;;;Haste;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{4}{R}{R};6.0;Kamahl, Pit Fighter;214;;;Haste (This creature can attack and {T} as soon as it comes under your control.)\n{T}: Kamahl, Pit Fighter deals 3 damage to target creature or player.;Legendary Creature - Human Barbarian;;6;10E, DDL, DDS, DPA, ODY, P15A, PRM, PS11, PSAL;;rare;;;;10E;;;;Human, Barbarian;Legendary;Haste (This creature can attack and {T} as soon as it comes under your control.)\n{T}: Kamahl, Pit Fighter deals 3 damage to any target.;1;Legendary Creature — Human Barbarian;Creature;2b887770-1bb2-5ded-9340-1f703007efc5;d44d44ca-fa5a-59e7-8790-f9b107f6c2f7;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;R;;R;;;11635.0;;;;;;foil;;In times when freedom seems lost, great souls arise to reclaim it.;;2003;;;;1;0;;;;;;;;1.0;;;;;;Haste;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{4}{R}{R};6.0;Kamahl, Pit Fighter;214★;;;;;;6;10E, DDL, DDS, DPA, ODY, P15A, PRM, PS11, PSAL;;rare;;;;10E;;;;Human, Barbarian;Legendary;Haste (This creature can attack and {T} as soon as it comes under your control.)\n{T}: Kamahl, Pit Fighter deals 3 damage to any target.;1;Legendary Creature — Human Barbarian;Creature;d44d44ca-fa5a-59e7-8790-f9b107f6c2f7;2b887770-1bb2-5ded-9340-1f703007efc5;
Brian Snõddy;770b4e16-de76-49ed-949f-84e6d2e06d25;;;mtgo, paper;default;black;;R;;R;;;14159.0;;;;;;nonfoil, foil;;"""Catch!""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{4}{R};5.0;Lava Axe;215;;;Lava Axe deals 5 damage to target player.;Sorcery;;;10E, 7ED, 8ED, 9ED, BTD, M10, M11, M12, M14, M15, M19, P02, PDCI, POR, PRM, PS11, S00, S99, ULG;;common;;;;10E;;;;;;Lava Axe deals 5 damage to target player or planeswalker.;;Sorcery;Sorcery;4b135a97-07ad-5cb0-a130-c5900ea1791a;;
Brian Snõddy;770b4e16-de76-49ed-949f-84e6d2e06d25;;;mtgo, paper;default;black;;R;;R;;;15861.0;;;;;;nonfoil, foil;;"""Her voice is disaster, painful and final.""\n—Matoc, lavamancer";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{3}{R};4.0;Lavaborn Muse;216;;;At the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, Lavaborn Muse deals 3 damage to him or her.;Creature - Spirit;;3;10E, DDK, LGN, PLIST, PSAL;;rare;;;;10E;;;;Spirit;;At the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, Lavaborn Muse deals 3 damage to that player.;3;Creature — Spirit;Creature;3f736237-5bba-5b24-8fc5-ad279eec8c1b;;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;R;;R;;;19854.0;;;;;;nonfoil;;"""A flash of the lightning, a break of the wave,\nHe passes from life to his rest in the grave.""\n—William Knox, ""Mortality""";;2003;;;;0;1;;;;;;;;1.0;;;;;;Haste;English;normal;;;;{3}{R};4.0;Lightning Elemental;217;;;Haste (This creature can attack and {T} as soon as it comes under your control.);Creature - Elemental;;4;10E, 7ED, 8ED, 9ED, BRB, DPA, JMP, M10, M12, PS11, TMP;;common;;;;10E;;;;Elemental;;Haste (This creature can attack and {T} as soon as it comes under your control.);1;Creature — Elemental;Creature;0c77c055-2d74-5328-b3b1-eb4f9e1ad63f;265e33a7-c32f-5177-8b16-8998931bc8a4;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;R;;R;;;19854.0;;;;;;foil;;"""A flash of the lightning, a break of the wave,\nHe passes from life to his rest in the grave.""\n—William Knox, ""Mortality""";;2003;;;;1;0;;;;;;;;1.0;;;;;;Haste;English;normal;;;;{3}{R};4.0;Lightning Elemental;217★;;;;;;4;10E, 7ED, 8ED, 9ED, BRB, DPA, JMP, M10, M12, PS11, TMP;;common;;;;10E;;;;Elemental;;Haste (This creature can attack and {T} as soon as it comes under your control.);1;Creature — Elemental;Creature;265e33a7-c32f-5177-8b16-8998931bc8a4;0c77c055-2d74-5328-b3b1-eb4f9e1ad63f;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;mtgo, paper;default;black;;R;;R;;;2019.0;1.16;;;;;nonfoil, foil;;"""I don't know why people say a double-edged sword is bad. It's a sword. With two edges.""\n—Kamahl, pit fighter";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{3}{R};4.0;Manabarbs;218;;;Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.;Enchantment;;;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, CED, CEI, FBB, LEA, LEB, M10, M12, SUM;;rare;;;;10E;;;;;;Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.;;Enchantment;Enchantment;85245362-de1a-59fd-9f9a-d6a0c9522592;;
Brom;bd79c951-2552-45dd-aae7-a333c2b7c1ef;;;mtgo, paper;default;black;;R;;R;;;6847.0;;;;;;nonfoil, foil;;"""I got it! I got it! I—""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{R};1.0;Mogg Fanatic;219;;;Sacrifice Mogg Fanatic: Mogg Fanatic deals 1 damage to target creature or player.;Creature - Goblin;;1;10E, ATH, DD1, EMA, EVG, F02, MB1, PD2, PDCI, PRM, TMP, TPR, WC98, WC99;;uncommon;;;;10E;;;;Goblin;;Sacrifice Mogg Fanatic: It deals 1 damage to any target.;1;Creature — Goblin;Creature;767ee0a4-a8fa-5bce-a948-0a067fa4ba89;;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;mtgo, paper;default;black;;R;;R;;;15144.0;0.05;;;;;nonfoil, foil;;"""So they want to kill my men? Well two can play at that game.""\n—General Khurzog";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R}{R};3.0;Orcish Artillery;220;;;{T}: Orcish Artillery deals 2 damage to target creature or player and 3 damage to you.;Creature - Orc Warrior;;1;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, CED, CEI, FBB, ITP, LEA, LEB, RQS, SUM;;uncommon;;;;10E;;;;Orc, Warrior;;{T}: Orcish Artillery deals 2 damage to any target and 3 damage to you.;3;Creature — Orc Warrior;Creature;06af24c4-9cbe-5c8f-9c22-63273cf74ce6;;
Jeremy Jarvis;b40ac320-89b4-4c51-a85f-4a4b63ae614e;;;mtgo, paper;default;black;;R;;R;;;6786.0;0.06;;;;;nonfoil, foil;;"""What am I looking at? Ashes, dead man.""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{R};3.0;Prodigal Pyromancer;221;;;{T}: Prodigal Pyromancer deals 1 damage to target creature or player.;Creature - Human Wizard;;1;10E, DPA, IMA, M10, M11, PLC, PS11, TSR;;common;;;;10E;;;;Human, Wizard;;{T}: Prodigal Pyromancer deals 1 damage to any target.;1;Creature — Human Wizard;Creature;8b63019c-7755-502c-b599-b264b0b12c13;;
John Avon;798f3932-30e0-4420-aa3f-db4d613f89ca;;;mtgo, paper;default;black;;R;;R;;;5393.0;0.19;;;;;nonfoil, foil;;"""When the air burns, only death breathes deep.""\n—Bogardan mage";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Pyroclasm;222;;;Pyroclasm deals 2 damage to each creature.;Sorcery;;;10E, 7ED, 8ED, 9ED, A25, DDK, DDL, DKM, ICE, M10, M11, MM3, OLEP, P06, PLIST, POR, PRM, PSAL, WC01, WC03, WC04;;uncommon;;;;10E;;;;;;Pyroclasm deals 2 damage to each creature.;;Sorcery;Sorcery;518754bb-441f-5f22-a106-377017a55ccc;;
John Matson;a1685587-4b55-446b-b420-c37b202ed3f1;;;mtgo, paper;default;black;;R;;R;;;25101.0;0.25;;;;;nonfoil;;"""Let my passion spur your victory.""";;2003;;;;0;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Rage Weaver;223;;;{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.);Creature - Human Wizard;;2;10E, INV;;uncommon;;;;10E;;;;Human, Wizard;;{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.);1;Creature — Human Wizard;Creature;6fd7afbb-7725-5f7a-91fe-cb578229971a;9e0f4c70-6db0-5798-8307-caf4f98f17f9;
John Matson;a1685587-4b55-446b-b420-c37b202ed3f1;;;mtgo, paper;default;black;;R;;R;;;25101.0;0.25;;;;;foil;;"""Let my passion spur your victory.""";;2003;;;;1;0;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{R};2.0;Rage Weaver;223★;;;;;;2;10E, INV;;uncommon;;;;10E;;;;Human, Wizard;;{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.);1;Creature — Human Wizard;Creature;9e0f4c70-6db0-5798-8307-caf4f98f17f9;6fd7afbb-7725-5f7a-91fe-cb578229971a;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;mtgo, paper;default;black;;R;;R;;;12715.0;;;;;;nonfoil;;He raged at the world, at his family, at his life. But mostly he just raged.;;2003;;;;0;1;;;;;;;;1.0;;;;;;Haste;English;normal;;;;{R};1.0;Raging Goblin;224;;;Haste (This creature can attack and {T} as soon as it comes under your control.);Creature - Goblin Berserker;;1;10E, 6ED, 7ED, 8ED, 9ED, ANB, ATH, BRB, BTD, DD1, EVG, EXO, M10, OANA, P02, POR, PSAL, S99;;common;;;;10E;;;;Goblin, Berserker;;Haste (This creature can attack and {T} as soon as it comes under your control.);1;Creature — Goblin Berserker;Creature;b91e7385-f4a8-5d1b-ac43-23857284e185;5cfbcc15-d710-51d0-b0e8-90e66649839e;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;mtgo, paper;default;black;;R;;R;;;12715.0;;;;;;foil;;He raged at the world, at his family, at his life. But mostly he just raged.;;2003;;;;1;0;;;;;;;;1.0;;;;;;Haste;English;normal;;;;{R};1.0;Raging Goblin;224★;;;;;;1;10E, 6ED, 7ED, 8ED, 9ED, ANB, ATH, BRB, BTD, DD1, EVG, EXO, M10, OANA, P02, POR, PSAL, S99;;common;;;;10E;;;;Goblin, Berserker;;Haste (This creature can attack and {T} as soon as it comes under your control.);1;Creature — Goblin Berserker;Creature;5cfbcc15-d710-51d0-b0e8-90e66649839e;b91e7385-f4a8-5d1b-ac43-23857284e185;
Greg Hildebrandt;020f967b-0d2f-4166-aabe-901dba8bc7ec;;;mtgo, paper;default;black;;R;;R;;;873.0;0.47;;;;;nonfoil, foil;;"""Mercy? Mercy is for the playground, not the battleground.""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{R}{R};4.0;Relentless Assault;225;;;Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.;Sorcery;;;10E, 6ED, 7ED, 8ED, 9ED, CMR, DDT, HOP, P02, PTK, S99, VIS;;rare;;;;10E;;;;;;Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.;;Sorcery;Sorcery;cb833dcb-2d9b-528d-bf47-889102212f44;;
Heather Hudson;4441fe52-9e41-40c1-9b74-8510426279ab;;;mtgo, paper;default;black;;R;;R;;;24966.0;;;;;;nonfoil;;"""As it charged our keep, I mistook it for a bear. After it tore through our ramparts and half the guard, I wished it had been a bear after all.""\n—Ballista guard";;2003;;;;0;1;;;;;;;;1.0;;;;;;Mountainwalk;English;normal;;;;{4}{R};5.0;Rock Badger;226;;;Mountainwalk (This creature is unblockable as long as defending player controls a Mountain.);Creature - Beast;;3;10E, MMQ;;common;;;;10E;;;;Badger, Beast;;Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.);3;Creature — Badger Beast;Creature;c371ba25-9ad2-5650-af82-98c534ec327a;90b87b65-7385-596e-bbea-64fe7dd67ed4;
Heather Hudson;4441fe52-9e41-40c1-9b74-8510426279ab;;;mtgo, paper;default;black;;R;;R;;;24966.0;;;;;;foil;;"""As it charged our keep, I mistook it for a bear. After it tore through our ramparts and half the guard, I wished it had been a bear after all.""\n—Ballista guard";;2003;;;;1;0;;;;;;;;1.0;;;;;;Mountainwalk;English;normal;;;;{4}{R};5.0;Rock Badger;226★;;;;;;3;10E, MMQ;;common;;;;10E;;;;Badger, Beast;;Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.);3;Creature — Badger Beast;Creature;90b87b65-7385-596e-bbea-64fe7dd67ed4;c371ba25-9ad2-5650-af82-98c534ec327a;
